datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20170222-21:00,Mist,10,0,0,,72,,1014,0,0,13,0,0,2,,,,,0
20170223-00:00,Mist,9,0,0,,78,,1014,0,0,12,0,0,2,290,WNW,,,7.4
20170223-03:00,Mist,10,0,0,,68,,1015,0,0,14,0,0,2,230,SW,,,9.3
20170223-06:00,Haze,9,0,0,,29,,1016,0,0,23,0,0,2,270,West,,,18.5
20170223-09:00,Blowing Sand,1,0,0,,12,,1014,0,0,25,0,0,4,320,NW,,,33.3
20170223-12:00,Haze,6,0,0,,21,,1014,0,0,23,0,0,4,290,WNW,,,18.5
20170223-15:00,Haze,9,0,0,,42,,1016,0,0,19,0,0,2,290,WNW,,,7.4
20170223-18:00,Haze,8,0,0,,47,,1017,0,0,17,0,0,2,270,West,,,11.1
20170223-21:00,Haze,7,0,0,,46,,1016,0,0,16,0,0,2,320,NW,,,9.3
20170224-00:00,Haze,8,0,0,,58,,1016,0,0,14,0,0,2,270,West,,,11.1
20170224-03:00,Haze,8,0,0,,49,,1017,0,0,16,0,0,2,290,WNW,,,14.8
20170224-06:00,Blowing Sand,8,0,0,,30,,1018,0,0,22,0,0,4,290,WNW,,,25.9
20170224-09:00,Blowing Sand,7,0,0,,22,,1015,0,0,25,0,0,2,320,NW,,,18.5
20170224-12:00,Haze,9,0,0,,30,,1015,0,0,23,0,0,2,320,NW,,,16.7
20170224-15:00,Haze,9,0,0,,41,,1016,0,0,19,0,0,2,270,West,,,14.8
20170224-18:00,Haze,9,0,0,,44,,1016,0,0,18,0,0,2,270,West,,,18.5
20170224-21:00,Haze,9,0,0,,49,,1016,0,0,16,0,0,2,270,West,,,13
20170225-00:00,Haze,8,0,0,,52,,1015,0,0,15,0,0,2,270,West,,,13
20170225-03:00,Haze,8,0,0,,52,,1016,0,0,15,0,0,2,270,West,,,14.8
20170225-06:00,Blowing Sand,8,0,0,,26,,1016,0,0,24,0,0,2,320,NW,,,27.8
20170225-12:00,Haze,10,0,0,,26,,1012,0,0,26,0,0,4,270,West,,,16.7
20170225-15:00,Haze,11,0,0,,49,,1014,0,0,20,0,0,2,290,WNW,,,5.6
20170225-18:00,Mist,13,0,0,,70,,1014,0,0,17,0,0,2,,,,,0
20170225-21:00,Mist,13,0,0,,78,,1013,0,0,16,0,0,2,230,SW,,,5.6
20170226-00:00,Mist,12,0,0,,85,,1012,0,0,13,0,0,2,250,WSW,,,3.7
20170226-03:00,Mist,11,0,0,,77,,1014,0,0,14,0,0,1,270,West,,,13
20170226-06:00,Haze,12,0,0,,39,,1014,0,0,23,0,0,2,270,West,,,22.2
20170226-09:00,Haze,10,0,0,,23,,1011,0,0,27,0,0,2,270,West,,,18.5
20170226-12:00,Haze,10,0,0,,28,,1011,0,0,26,0,0,2,270,West,,,16.7
20170226-15:00,Haze,12,0,0,,60,,1012,0,0,18,0,0,2,320,NW,,,3.7
20170226-18:00,Mist,12,0,0,,76,,1013,0,0,15,0,0,2,270,West,,,7.4
20170226-21:00,Mist,11,0,0,,84,,1012,0,0,14,0,0,2,290,WNW,,,3.7
20170227-00:00,Mist,11,0,0,,89,,1012,0,0,12,0,0,2,270,West,,,3.7
20170227-03:00,Haze,10,0,0,,64,,1015,0,0,16,0,0,2,230,SW,,,7.4
20170227-06:00,Haze,11,0,0,,30,,1016,0,0,26,0,0,2,270,West,,,11.1
20170227-09:00,Haze,10,0,0,,21,,1014,0,0,28,0,0,4,320,NW,,,13
20170227-12:00,Haze,12,0,0,,29,,1013,0,0,27,0,0,4,340,NNW,,,5.6
20170227-15:00,Haze,14,0,0,,65,,1014,0,0,19,0,0,2,,,,,0
20170227-18:00,Mist,14,0,0,,77,,1015,0,0,16,0,0,2,,,,,0
20170227-21:00,Mist,14,0,0,,92,,1015,0,0,15,0,0,2,,,,,0
20170228-00:00,Mist,13,0,0,,99,,1014,0,0,14,0,0,2,,,,,0
20170228-03:00,Mist,15,0,0,,91,,1016,0,0,16,0,0,1,,,,,0
20170228-06:00,Haze,10,0,0,,23,,1016,0,0,28,0,0,2,230,SW,,,11.1
20170228-09:00,Haze,11,0,0,,18,,1013,0,0,32,0,0,2,50,NE,,,9.3
20170228-11:00,Haze,11,0,0,,29,,1012,0,0,31,0,0,3,90,East,,,11.1
20170228-12:00,Haze,12,0,0,,24,,1011,0,0,29,0,0,2,70,ENE,,,3.7
20170228-15:00,Haze,13,0,0,,47,,1012,0,0,22,0,0,2,,,,,0
20170228-18:00,Haze,14,0,0,,63,,1012,0,0,19,0,0,2,,,,,0
20170228-21:00,Haze,15,0,0,,71,,1012,0,0,19,0,0,2,,,,,0
20170301-00:00,Haze,14,0,0,,66,,1012,0,0,20,0,0,2,20,NNE,,,9.3
20170301-03:00,Haze,13,0,0,,55,,1014,0,0,20,0,0,2,50,NE,,,5.6
20170301-03:30,Haze,13,0,0,,60,,1014,0,0,21,0,0,2,50,NE,,,7.4
20170301-04:00,Haze,13,0,0,,57,,1015,0,0,22,0,0,3,90,East,,,9.3
20170301-05:30,Haze,12,0,0,26.8,39,,1015,0,0,27,0,0,3,90,East,,,11.1
20170301-06:00,Haze,12,0,0,,29,,1014,0,0,27,0,0,2,90,East,,,11.1
20170301-07:00,Haze,13,0,0,27,42,,1014,0,0,27,0,0,3,90,East,,,11.1
20170301-09:00,Haze,12,0,0,,23,,1011,0,0,30,0,0,2,110,ESE,,,7.4
20170301-09:30,Haze,13,0,0,29.2,35,,1012,0,0,30,0,0,3.5,140,SE,,,7.4
20170301-12:00,Haze,14,0,0,,31,,1010,0,0,29,0,0,2,70,ENE,,,3.7
20170301-15:00,Haze,15,0,0,,51,,1012,0,0,23,0,0,2,,,,,0
20170301-18:00,Haze,16,0,0,,65,,1013,0,0,21,0,0,2,,,,,0
20170301-21:00,Haze,16,0,0,,70,,1012,0,0,21,0,0,2,,,,,0
20170302-00:00,Mist,15,0,0,,80,,1012,0,0,17,0,0,2,,,,,0
20170302-03:00,Haze,14,0,0,,67,,1014,0,0,19,0,0,1,340,NNW,,,3.7
20170302-03:30,Haze,15,0,0,,73,,1015,0,0,20,0,0,1.5,340,NNW,,,5.6
20170302-04:00,Haze,16,0,0,,69,,1015,0,0,22,0,0,2,90,East,,,3.7
20170302-04:30,Haze,16,0,0,,69,,1015,0,0,22,0,0,2,90,East,,,3.7
20170302-05:30,Haze,15,0,0,,57,,1015,0,0,24,0,0,1.5,230,SW,,,5.6
20170302-06:00,Haze,15,0,0,,46,,1014,0,0,24,0,0,1,230,SW,,,7.4
20170302-06:30,Haze,15,0,0,,54,,1014,0,0,25,0,0,1.5,230,SW,,,7.4
20170302-07:00,Haze,15,0,0,,51,,1013,0,0,26,0,0,2,230,SW,,,3.7
20170302-08:00,Haze,16,0,0,,54,,1013,0,0,26,0,0,2,230,SW,,,7.4
20170302-09:00,Haze,15,0,0,,38,,1010,0,0,27,0,0,2,230,SW,,,7.4
20170302-09:30,Haze,14,0,0,27.8,42,,1011,0,0,28,0,0,2.5,210,SSW,,,7.4
20170302-10:00,Haze,14,0,0,27.8,42,,1010,0,0,28,0,0,2.5,220,SW,,,11.1
20170302-11:00,Haze,14,0,0,27.8,42,,1010,0,0,28,0,0,2.5,270,West,,,9.3
20170302-11:30,Haze,15,0,0,27.3,48,,1010,0,0,27,0,0,2.5,270,West,,,7.4
20170302-12:00,Haze,14,0,0,,35,,1009,0,0,27,0,0,2,270,West,,,7.4
20170302-13:00,Haze,14,0,0,,50,,1010,0,0,25,0,0,2,250,WSW,,,7.4
20170302-15:00,Haze,15,0,0,,55,,1011,0,0,22,0,0,2,290,WNW,,,5.6
20170302-18:00,Haze,13,0,0,,56,,1011,0,0,20,0,0,2,320,NW,,,7.4
20170302-21:00,Haze,11,0,0,,57,,1011,0,0,18,0,0,2,,,,,0
20170303-00:00,Mist,11,0,0,,74,,1011,0,0,14,0,0,2,,,,,0
20170303-03:00,Haze,11,0,0,,62,,1012,0,0,16,0,0,2,270,West,,,1.9
20170303-06:00,Smoke,3,0,0,,13,,1012,0,0,27,0,0,4,320,NW,,,11.1
20170303-09:00,Smoke,1,0,0,,10,,1010,0,0,27,0,0,4,320,NW,,,22.2
20170303-12:00,Smoke,8,0,0,,26,,1009,0,0,24,0,0,2,320,NW,,,9.3
20170303-15:00,Haze,10,0,0,,38,,1010,0,0,21,0,0,2,340,NNW,,,3.7
20170303-18:00,Haze,11,0,0,,54,,1011,0,0,19,0,0,2,270,West,,,7.4
20170303-21:00,Haze,10,0,0,,63,,1010,0,0,16,0,0,2,270,West,,,3.7
20170304-00:00,Mist,9,0,0,,71,,1009,0,0,13,0,0,2,320,NW,,,3.7
20170304-03:00,Haze,9,0,0,,49,,1011,0,0,16,0,0,2,270,West,,,9.3
20170304-06:00,Haze,6,0,0,,22,,1011,0,0,23,0,0,2,290,WNW,,,16.7
20170304-09:00,Haze,2,0,0,,11,,1008,0,0,26,0,0,4,340,NNW,,,13
20170304-12:00,Haze,6,0,0,,19,,1008,0,0,25,0,0,4,290,WNW,,,13
20170304-15:00,Haze,10,0,0,,46,,1011,0,0,19,0,0,2,290,WNW,,,3.7
20170304-18:00,Haze,10,0,0,,60,,1011,0,0,16,0,0,2,270,West,,,3.7
20170304-21:00,Mist,11,0,0,,67,,1011,0,0,15,0,0,2,270,West,,,3.7
20170305-00:00,Mist,10,0,0,,75,,1010,0,0,14,0,0,2,270,West,,,3.7
20170305-03:00,Haze,8,0,0,,55,,1012,0,0,15,0,0,2,250,WSW,,,13
20170305-06:00,Haze,5,0,0,,17,,1012,0,0,24,0,0,2,320,NW,,,24.1
20170305-09:00,Haze,5,0,0,,15,,1009,0,0,27,0,0,2,320,NW,,,14.8
20170305-12:00,Haze,5,0,0,,15,,1009,0,0,26,0,0,2,320,NW,,,18.5
20170305-15:00,Haze,10,0,0,,43,,1011,0,0,20,0,0,2,270,West,,,5.6
20170305-18:00,Haze,9,0,0,,50,,1011,0,0,17,0,0,2,,,,,0
20170305-21:00,Haze,10,0,0,,60,,1010,0,0,15,0,0,2,,,,,0
20170306-00:00,Haze,8,0,0,,66,,1010,0,0,13,0,0,2,270,West,,,3.7
20170306-03:00,Smoke,8,0,0,,46,,1012,0,0,16,0,0,2,270,West,,,11.1
20170306-04:00,Smoke,7,0,0,,46,,1012,0,0,19,0,0,2.5,270,West,,,14.8
20170306-06:00,Haze,6,0,0,,19,,1012,0,0,24,0,0,2,270,West,,,18.5
20170306-09:00,Haze,6,0,0,,15,,1009,0,0,28,0,0,2,270,West,,,18.5
20170306-12:00,Haze,8,0,0,,20,,1009,0,0,27,0,0,2,270,West,,,14.8
20170306-15:00,Haze,11,0,0,,44,,1010,0,0,21,0,0,2,290,WNW,,,5.6
20170306-18:00,Haze,11,0,0,,55,,1010,0,0,18,0,0,2,,,,,0
20170306-21:00,Mist,11,0,0,,71,,1009,0,0,14,0,0,2,,,,,0
20170307-00:00,Mist,10,0,0,,75,,1009,0,0,14,0,0,2,,,,,0
20170307-03:00,Haze,10,0,0,,49,,1011,0,0,18,0,0,2,250,WSW,,,3.7
20170307-06:00,Smoke,3,0,0,,12,,1011,0,0,28,0,0,2,320,NW,,,9.3
20170307-09:00,Smoke,8,0,0,,17,,1007,0,0,29,0,0,2,340,NNW,,,7.4
20170307-12:00,Smoke,11,0,0,,22,,1006,0,0,29,0,0,2,110,ESE,,,5.6
20170307-15:00,Haze,13,0,0,,43,,998,0,0,24,0,0,2,70,ENE,,,3.7
20170307-18:00,Haze,14,0,0,,63,,1009,0,0,20,0,0,2,320,NW,,,14.8
20170307-21:00,Haze,12,0,0,,51,,1008,0,0,19,0,0,2,50,NE,,,3.7
20170308-00:00,Overcast,10,0,0,,41,,1009,0,0,21,0,0,1,20,NNE,,,11.1
20170308-02:00,Light Drizzle,11,0,0,,56,,1011,0,0,20,0,0,2,300,WNW,,,7.4
20170308-02:30,Light Rain,12,0,0,,64,,1011,1,0,19,0,0,2.5,20,NNE,,,11.1
20170308-03:00,Light Drizzle,12,0,0,,50,,1010,1,0,20,0,0,2,70,ENE,,,14.8
20170308-03:30,Light Drizzle,11,0,0,,56,,1012,0,0,20,0,0,2.5,30,NNE,,,11.1
20170308-06:00,Haze,12,0,0,,38,,1010,0,0,24,0,0,2,0,North,,,18.5
20170308-09:00,Haze,13,0,0,,34,,1007,0,0,26,0,0,4,50,NE,,,5.6
20170308-12:00,Haze,14,0,0,,40,,1006,0,0,26,0,0,2,50,NE,,,14.8
20170308-15:00,Haze,16,0,0,,57,,1007,0,0,22,0,0,2,90,East,,,3.7
20170308-18:00,Haze,15,0,0,,61,,1008,0,0,21,0,0,2,340,NNW,,,7.4
20170308-21:00,Drizzle,16,0,0,,83,,1007,1,0,18,0,0,2,50,NE,,,7.4
20170309-00:00,Mist,15,0,0,,96,,1007,0,0,16,0,0,2,,,,,0
20170309-03:00,Mist,14,0,0,,76,,1009,0,0,17,0,0,2,90,East,,,3.7
20170309-06:00,Haze,14,0,0,,39,,1009,0,0,25,0,0,2,140,SE,,,7.4
20170309-08:30,Haze,15,0,0,28,45,,1008,0,0,28,0,0,3.5,110,ESE,,,13
20170309-09:00,Haze,15,0,0,,34,,1006,0,0,28,0,0,2,90,East,,,14.8
20170309-09:30,Haze,14,0,0,,47,,1007,0,0,26,0,0,2.5,140,SE,,,9.3
20170309-10:30,Heavy Thunderstorms and Rain,16,0,0,,69,,1007,1,0,22,1,0,2,290,WNW,,,18.5
20170309-11:30,Mostly Cloudy,17,0,0,,94,,1007,0,0,18,0,0,2.5,90,East,,,5.6
20170309-12:00,Mist,18,0,0,,89,,1006,0,0,20,0,0,2,50,NE,,,5.6
20170309-12:30,Mostly Cloudy,18,0,0,,88,,1007,0,0,20,0,0,3,70,ENE,,,7.4
20170309-13:00,Mostly Cloudy,17,0,0,,88,,1007,0,0,19,0,0,3,70,ENE,,,7.4
20170309-15:00,Mist,14,0,0,,70,,1008,0,0,18,0,0,2,50,NE,,,7.4
20170309-18:00,Haze,12,0,0,,66,,1008,0,0,17,0,0,2,70,ENE,,,9.3
20170309-21:00,Haze,12,0,0,,66,,1007,0,0,17,0,0,2,110,ESE,,,7.4
20170310-00:00,Light Drizzle,15,0,0,,84,,1007,1,0,16,0,0,2,110,ESE,,,7.4
20170310-03:00,Mist,15,0,0,,80,,1008,0,0,17,0,0,2,50,NE,,,9.3
20170310-04:00,Mostly Cloudy,15,0,0,,78,,1008,0,0,19,0,0,3,70,ENE,,,7.4
20170310-05:00,Haze,15,0,0,,64,,1009,0,0,22,0,0,3,160,SSE,,,7.4
20170310-06:00,Haze,16,0,0,,55,,1008,0,0,23,0,0,2,110,ESE,,,11.1
20170310-06:30,Haze,16,0,0,,61,,1008,0,0,24,0,0,4,120,ESE,,,13
20170310-07:30,Haze,16,0,0,,61,,1007,0,0,24,0,0,4,140,SE,,,9.3
20170310-09:00,Haze,15,0,0,,45,,1004,0,0,25,0,0,2,140,SE,,,14.8
20170310-10:00,Haze,17,0,0,,69,,1005,0,0,23,0,0,3.5,140,SE,,,22.2
20170310-10:30,Thunderstorms and Rain,18,0,0,,78,,1005,1,0,22,1,0,2.5,140,SE,,,14.8
20170310-11:00,Haze,14,0,0,,64,,1005,0,0,21,0,0,2.5,180,South,,,14.8
20170310-11:30,Haze,13,0,0,,64,,1006,0,0,20,0,0,2.5,150,SSE,,,11.1
20170310-12:00,Haze,13,0,0,,56,,1006,0,0,19,0,0,2,180,South,,,14.8
20170310-15:00,Haze,11,0,0,,59,,1007,0,0,16,0,0,2,110,ESE,,,11.1
20170310-18:00,Mist,11,0,0,,72,,1008,0,0,15,0,0,2,20,NNE,,,9.3
20170310-21:00,Thunderstorms and Rain,12,0,0,,94,,1009,1,0,13,1,0,2,20,NNE,,,5.6
20170311-00:00,Mist,12,0,0,,95,,1009,0,0,12,0,0,2,20,NNE,,,5.6
20170311-02:00,Scattered Clouds,12,0,0,,100,,1009,0,0,12,0,0,3,90,East,,,3.7
20170311-03:00,Mist,11,0,0,,80,,1010,0,0,14,0,0,2,50,NE,,,7.4
20170311-04:00,Mostly Cloudy,12,0,0,,77,,1010,0,0,16,0,0,3,20,NNE,,,3.7
20170311-06:00,Haze,11,0,0,,45,,1011,0,0,20,0,0,2,180,South,,,5.6
20170311-09:00,Haze,12,0,0,,41,,1009,0,0,22,0,0,2,320,NW,,,11.1
20170311-10:00,Haze,11,0,0,,50,,1009,0,0,22,0,0,3.5,20,NNE,,,3.7
20170311-11:00,Haze,12,0,0,,50,,1009,0,0,23,0,0,3.5,350,North,,,7.4
20170311-11:30,Haze,12,0,0,,50,,1009,0,0,23,0,0,3.5,350,North,,,5.6
20170311-12:00,Haze,9,0,0,,31,,1008,0,0,23,0,0,2,320,NW,,,5.6
20170311-12:30,Haze,9,0,0,,43,,1009,0,0,22,0,0,3.5,300,WNW,,,7.4
20170311-13:00,Haze,9,0,0,,43,,1010,0,0,22,0,0,3.5,310,NW,,,5.6
20170311-15:00,Haze,10,0,0,,51,,1011,0,0,18,0,0,2,340,NNW,,,11.1
20170311-18:00,Haze,11,0,0,,65,,1012,0,0,16,0,0,2,,,,,0
20170311-21:00,Haze,12,0,0,,85,,1012,0,0,13,0,0,2,,,,,0
20170312-00:00,Mist,12,0,0,,99,,1012,0,0,12,0,0,2,,,,,0
20170312-03:00,Mist,13,0,0,,92,,1015,0,0,14,0,0,2,,,,,0
20170312-06:00,Haze,8,0,0,,31,,1016,0,0,22,0,0,4,320,NW,,,11.1
20170312-09:00,Haze,9,0,0,,30,,1014,0,0,23,0,0,4,270,West,,,16.7
20170312-12:00,Haze,6,0,0,,25,,1014,0,0,22,0,0,4,270,West,,,18.5
20170312-15:00,Haze,10,0,0,,55,,1015,0,0,16,0,0,2,,,,,0
20170312-18:00,Haze,9,0,0,,58,,1016,0,0,16,0,0,2,320,NW,,,7.4
20170312-21:00,Haze,9,0,0,,63,,1016,0,0,14,0,0,2,320,NW,,,7.4
20170313-00:00,Mist,8,0,0,,82,,1014,0,0,11,0,0,2,250,WSW,,,3.7
20170313-03:00,Haze,8,0,0,,55,,1015,0,0,14,0,0,2,270,West,,,18.5
20170313-06:00,Haze,6,0,0,,25,,1016,0,0,21,0,0,4,340,NNW,,,9.3
20170313-07:00,Haze,4,0,0,,29,,1015,0,0,23,0,0,4,290,WNW,,,14.8
20170313-09:00,Haze,6,0,0,,21,,1014,0,0,24,0,0,4,270,West,,,20.4
20170313-12:00,Haze,7,0,0,,26,,1013,0,0,23,0,0,4,290,WNW,,,14.8
20170313-15:00,Haze,10,0,0,,59,,1015,0,0,16,0,0,2,,,,,0
20170313-18:00,Mist,10,0,0,,71,,1016,0,0,13,0,0,2,,,,,0
20170313-21:00,Mist,9,0,0,,76,,1016,0,0,12,0,0,2,,,,,0
20170314-00:00,Mist,9,0,0,,95,,1016,0,0,10,0,0,2,,,,,0
20170314-03:00,Mist,9,0,0,,71,,1018,0,0,13,0,0,2,,,,,0
20170314-04:30,Haze,10,0,0,,56,,1018,0,0,19,0,0,3,320,NW,,,3.7
20170314-06:00,Haze,8,0,0,,27,,1018,0,0,23,0,0,2,340,NNW,,,14.8
20170314-09:00,Haze,7,0,0,,20,,1015,0,0,26,0,0,2,270,West,,,11.1
20170314-12:00,Haze,9,0,0,,25,,1015,0,0,25,0,0,2,320,NW,,,11.1
20170314-15:00,Haze,11,0,0,,52,,1016,0,0,18,0,0,2,,,,,0
20170314-18:00,Mist,12,0,0,,78,,1017,0,0,15,0,0,2,,,,,0
20170314-21:00,Mist,11,0,0,,83,,1016,0,0,13,0,0,2,,,,,0
20170315-00:00,Mist,11,0,0,,91,,1015,0,0,12,0,0,2,,,,,0
20170315-03:00,Mist,12,0,0,,71,,1016,0,0,15,0,0,1,320,NW,,,3.7
20170315-06:00,Haze,10,0,0,,27,,1016,0,0,25,0,0,2,320,NW,,,14.8
20170315-09:00,Haze,7,0,0,,17,,1014,0,0,28,0,0,2,290,WNW,,,22.2
20170315-12:00,Haze,9,0,0,,21,,1012,0,0,27,0,0,4,320,NW,,,13
20170315-15:00,Haze,13,0,0,,52,,1013,0,0,20,0,0,2,320,NW,,,3.7
20170315-18:00,Mist,14,0,0,,72,,1014,0,0,17,0,0,2,,,,,0
20170315-21:00,Mist,14,0,0,,87,,1013,0,0,15,0,0,2,,,,,0
20170316-00:00,Mist,13,0,0,,90,,1012,0,0,15,0,0,2,,,,,0
20170316-03:00,Mist,13,0,0,,70,,1013,0,0,17,0,0,1,,,,,0
20170316-06:00,Haze,10,0,0,,23,,1012,0,0,27,0,0,2,320,NW,,,3.7
20170316-09:00,Haze,12,0,0,,23,,1010,0,0,30,0,0,2,270,West,,,14.8
20170316-10:00,Haze,13,0,0,29.2,35,,1010,0,0,30,0,0,3,320,NW,,,11.1
20170316-11:30,Haze,13,0,0,28.4,37,,1010,0,0,29,0,0,3,310,NW,,,5.6
20170316-12:00,Haze,12,0,0,,26,,1009,0,0,29,0,0,2,270,West,,,9.3
20170316-15:00,Haze,15,0,0,,52,,1011,0,0,23,0,0,2,,,,,0
20170316-18:00,Haze,14,0,0,,60,,1012,0,0,21,0,0,2,340,NNW,,,7.4
20170316-21:00,Mist,15,0,0,,76,,1012,0,0,19,0,0,2,320,NW,,,3.7
20170317-00:00,Mist,15,0,0,,89,,1011,0,0,16,0,0,1,320,NW,,,3.7
20170317-02:00,Fog,15,1,0,,94,,1012,0,0,16,0,0,0.6,270,West,,,7.4
20170317-03:00,Mist,13,0,0,,68,,1012,0,0,18,0,0,1,270,West,,,11.1
20170317-03:30,Smoke,13,0,0,,68,,1012,0,0,19,0,0,1.2,290,WNW,,,13
20170317-06:00,Haze,10,0,0,,28,,1012,0,0,25,0,0,4,320,NW,,,16.7
20170317-09:00,Haze,13,0,0,,31,,1009,0,0,27,0,0,4,290,WNW,,,24.1
20170317-12:00,Haze,14,0,0,,37,,1008,0,0,26,0,0,2,290,WNW,,,18.5
20170317-15:00,Haze,15,0,0,,58,,1010,0,0,22,0,0,2,320,NW,,,5.6
20170317-18:00,Haze,14,0,0,,60,,1011,0,0,21,0,0,2,320,NW,,,11.1
20170317-21:00,Haze,14,0,0,,64,,1010,0,0,19,0,0,2,320,NW,,,3.7
20170318-00:00,Mist,13,0,0,,87,,1010,0,0,14,0,0,2,,,,,0
20170318-03:00,Mist,13,0,0,,68,,1012,0,0,18,0,0,1,290,WNW,,,7.4
20170318-06:00,Smoke,12,0,0,,31,,1012,0,0,26,0,0,2,290,WNW,,,11.1
20170318-09:00,Haze,12,0,0,,24,,1009,0,0,29,0,0,2,270,West,,,11.1
20170318-09:30,Haze,12,0,0,28.2,35,,1010,0,0,29,0,0,4,320,NW,,,11.1
20170318-10:00,Haze,12,0,0,29,33,,1010,0,0,30,0,0,4,320,NW,,,11.1
20170318-10:30,Haze,13,0,0,29.2,35,,1009,0,0,30,0,0,4,320,NW,,,9.3
20170318-11:00,Haze,13,0,0,29.2,35,,1009,0,0,30,0,0,4,320,NW,,,13
20170318-11:30,Haze,13,0,0,28.4,37,,1009,0,0,29,0,0,4,290,WNW,,,11.1
20170318-12:00,Haze,12,0,0,,27,,1008,0,0,28,0,0,2,320,NW,,,7.4
20170318-15:00,Haze,13,0,0,,47,,1010,0,0,22,0,0,2,,,,,0
20170318-18:00,Haze,14,0,0,,65,,1010,0,0,19,0,0,2,,,,,0
20170318-21:00,Mist,14,0,0,,78,,1010,0,0,17,0,0,2,,,,,0
20170319-00:00,Mist,14,0,0,,78,,1010,0,0,17,0,0,2,,,,,0
20170319-03:00,Haze,14,0,0,,66,,1012,0,0,20,0,0,2,230,SW,,,3.7
20170319-03:30,Haze,14,0,0,,64,,1013,0,0,21,0,0,3,250,WSW,,,7.4
20170319-04:30,Haze,14,0,0,,53,,1013,0,0,24,0,0,3,250,WSW,,,14.8
20170319-05:00,Haze,14,0,0,,50,,1013,0,0,25,0,0,3,250,WSW,,,14.8
20170319-05:30,Haze,14,0,0,,50,,1013,0,0,25,0,0,3,250,WSW,,,14.8
20170319-06:00,Haze,15,0,0,,39,,1012,0,0,27,0,0,4,290,WNW,,,18.5
20170319-06:30,Haze,15,0,0,27.3,48,,1013,0,0,27,0,0,4,320,NW,,,14.8
20170319-07:00,Haze,15,0,0,27.3,48,,1013,0,0,27,0,0,4,270,West,,,13
20170319-09:00,Haze,15,0,0,,31,,1010,0,0,29,0,0,2,0,North,,,11.1
20170319-09:30,Haze,15,0,0,28.8,42,,1011,0,0,29,0,0,3,20,NNE,,,14.8
20170319-10:00,Haze,15,0,0,29.7,40,,1011,0,0,30,0,0,3,350,North,,,13
20170319-11:30,Haze,15,0,0,28.8,42,,1011,0,0,29,0,0,3,360,North,,,9.3
20170319-12:00,Haze,14,0,0,,30,,1010,0,0,28,0,0,2,320,NW,,,7.4
20170319-13:00,Haze,14,0,0,,47,,1012,0,0,26,0,0,3,320,NW,,,1.9
20170319-15:00,Haze,16,0,0,,57,,1012,0,0,23,0,0,2,,,,,0
20170319-18:00,Mist,16,0,0,,72,,1013,0,0,20,0,0,2,290,WNW,,,5.6
20170319-21:00,Mist,15,0,0,,84,,1012,0,0,17,0,0,2,,,,,0
20170320-00:00,Mist,14,0,0,,82,,1013,0,0,17,0,0,2,290,WNW,,,3.7
20170320-03:00,Mist,15,0,0,,69,,1014,0,0,19,0,0,0.5,270,West,,,11.1
20170320-05:00,Haze,14,0,0,,50,,1015,0,0,25,0,0,3,270,West,,,14.8
20170320-06:00,Haze,15,0,0,,36,,1014,0,0,28,0,0,2,270,West,,,18.5
20170320-09:00,Blowing Sand,12,0,0,,23,,1011,0,0,30,0,0,4,320,NW,,,24.1
20170320-12:00,Haze,13,0,0,,27,,1010,0,0,29,0,0,4,290,WNW,,,18.5
20170320-15:00,Haze,17,0,0,,58,,1012,0,0,24,0,0,2,,,,,0
20170320-18:00,Mist,16,0,0,,69,,1012,0,0,20,0,0,2,,,,,0
20170320-21:00,Mist,15,0,0,,78,,1012,0,0,18,0,0,2,,,,,0
20170321-00:00,Mist,14,0,0,,72,,1012,0,0,17,0,0,2,290,WNW,,,3.7
20170321-03:00,Haze,12,0,0,,46,,1014,0,0,22,0,0,2,250,WSW,,,16.7
20170321-06:00,Haze,14,0,0,,28,,1013,0,0,30,0,0,2,320,NW,,,18.5
20170321-09:00,Blowing Sand,14,0,0,,22,,1010,0,0,33,0,0,2,270,West,,,20.4
20170321-12:00,Haze,15,0,0,,25,,1010,0,0,32,0,0,4,320,NW,,,14.8
20170321-15:00,Haze,17,0,0,,52,,1012,0,0,25,0,0,2,,,,,0
20170321-18:00,Mist,18,0,0,,71,,1012,0,0,21,0,0,2,,,,,0
20170321-21:00,Mist,17,0,0,,76,,1011,0,0,20,0,0,2,,,,,0
20170322-00:00,Mist,16,0,0,,69,,1011,0,0,20,0,0,2,250,WSW,,,7.4
20170322-03:00,Haze,16,0,0,,55,,1012,0,0,23,0,0,2,270,West,,,9.3
20170322-06:00,Haze,12,0,0,,19,,1011,0,0,33,0,0,2,270,West,,,18.5
20170322-09:00,Blowing Sand,15,0,0,,20,,1009,0,0,35,0,0,4,270,West,,,24.1
20170322-12:00,Haze,16,0,0,,23,,1007,0,0,34,0,0,2,320,NW,,,11.1
20170322-15:00,Haze,17,0,0,,45,,1009,0,0,27,0,0,2,290,WNW,,,7.4
20170322-18:00,Haze,18,0,0,,60,,1010,0,0,24,0,0,2,340,NNW,,,3.7
20170322-21:00,Mist,18,0,0,,69,,1009,0,0,22,0,0,2,,,,,0
20170323-00:00,Mist,17,0,0,,83,,1009,0,0,20,0,0,2,,,,,0
20170323-03:00,Haze,16,0,0,,57,,1011,0,0,23,0,0,1,290,WNW,,,5.6
